Title,Date,Duration,Note_Imdb,User_score_1,Synopsis
Do the Right Thing,1989,2h,"8,0 (111 k)",93,La haine et l'intolérance se renforce et grandit jusqu'à ce que la violence éclate le jour le plus chaud de l'année dans une rue de Brooklyn.
Un après-midi de chien,1975,2h 5m,"8,0 (271 k)",86,Un homme dévalise une banque pour payer l'opération de son petit-ami? le braquage se transforme en prise d'otages et en cirque médiatique.
Monty Python : La Vie de Brian,1979,1h 34m,"8,0 (419 k)",77,"Brian est né le jour de Noël d'origine, dans l'étable d'à côté. Toute sa vie, on le prend pour le messie."
Nausicaä de la vallée du vent,1984,1h 57m,"8,0 (180 k)",86,"La princesse Nausicaä, une guerrière pacifiste, lutte désespérément pour empêcher deux nations belliqueuses de se détruire mutuellement, avant que leurs affrontements ne mettent en péril la planète déjà mourante."
Butch Cassidy et le Kid,1969,1h 50m,"8,0 (225 k)",66,"Wyoming, au début du XXe siècle. Butch Cassidy et le Kid sont les leaders d'une bande de hors-la-loi. Après qu'un pillage de train tourne mal, ils se retrouvent en cavale avec une véritable armée à leur trousse. Leur unique solution? fuir en Bolivie."
Le Château dans le ciel,1986,2h 5m,"8,0 (179 k)",78,Un jeune garçon et une fillette au cristal magique doivent se battre contre des pirates et des agents étrangers en quête d'un légendaire château volant.
La vengeance dans la peau,2007,1h 55m,"8,0 (654 k)",85,"Jason Bourne recherche ses origines de tueur à gages, tandis qu'un officier de la CIA et ses agents tente de le capturer pour un assassinat."
Chungking Express,1994,1h 42m,"8,0 (93 k)",78,"Deux policiers mélancoliques de Hong Kong tombent amoureux : le premier avec une mystérieuse femme infernale, le second avec une belle mais éthérée serveuse, dans un restaurant qu'il fréquente tard le soir."
Un violon sur le toit,1971,3h 1m,"8,0 (47 k)",67,"Dans la Russie d'avant la révolution, un paysan juif tente désespérément de marier trois de ses filles, tandis qu'un sentiment antisémite de plus en plus fort menace son village."
Papillon,1973,2h 31m,"8,0 (137 k)",58,"Un homme se lie d'amitié avec un autre criminel alors qu'ils commencent à purger leur peine sur une terrible île pénitentiaire, ce qui incite l'homme à élaborer un plan pour son évasion."
8½,1963,2h 18m,"8,0 (124 k)",93,Un cinéaste dépressif fuit le monde du cinéma et se réfugie dans un univers peuplé de fantasmes.
Annie Hall,1977,1h 33m,"8,0 (275 k)",92,"Alvy Singer, comédien névrosé new-yorkais, tombe amoureux de la délurée Annie Hall."
Sling Blade,1996,2h 15m,"8,0 (98 k)",85,"Karl Childers, un homme simple hospitalisé depuis son enfance pour le meurtre de sa mère et de son amant, est libéré pour commencer une nouvelle vie dans une petite ville."
Le faucon maltais,1941,1h 40m,"8,0 (165 k)",97,"Sam Spade et Miles Archer sont deux privés. Au cours d'une enquête, Miles est assassiné. Sam soupçonne Brigid qui les avait dirigés sur l'enquête. Mais cette dernière, qui fascine Sam par sa beauté et son argent, lui demande de l'aider et il accepte."
La dernière séance,1971,1h 58m,"8,0 (52 k)",93,"En 1951, un groupe de lycéens grandissent dans une ville isolée et perdue du Texas qui meurt lentement, à la fois culturellement et économiquement."
La dolce vita,1960,2h 54m,"8,0 (77 k)",95,Une série d'histoires au fil d'une semaine dans la vie d'un paparazzi coureur de jupons vivant à Rome.
Gandhi,1982,3h 11m,"8,0 (239 k)",79,"Le philosophie de non-violence qui animait Gandhi est expliquée. Grâce à sa patience, il fut capable de chasser les Britanniques du sous-continent indien."
Le train sifflera trois fois,1952,1h 25m,"8,0 (109 k)",89,"Malgré le désaccord de sa jeune mariée et de ses concitoyens, un shérif de campagne doit faire face seul à une bande de meurtriers lorsque leur chef, un bandit condamné autrefois par ses soins, arrive par le train de midi."
La légende de Baahubali: 1ère partie,2015,2h 39m,"8,0 (135 k)",N/A,"Dans l'Inde ancienne, un aventurier audacieux se retrouve impliqué dans une querelle vieille de plusieurs décennies opposant deux peuples en guerre."
La soif du mal,1958,1h 35m,"8,0 (109 k)",99,"Une histoire brutale et perverse de meurtre, d'enlèvement et de corruption policière dans une ville frontalière du Mexique."
Solaris,1972,2h 47m,"8,0 (97 k)",93,Un psychologue est envoyé dans une station spatiale en orbite autour d'une planète lointaine afin de découvrir pourquoi l'équipage a perdu la raison.
Rio Bravo,1959,2h 21m,"8,0 (67 k)",93,"Un shérif arrête le frère de l'homme le plus puissant de la région. Il n'a pour alliés qu'un adjoint ivrogne, un vieillard boiteux, un gamin, une joueuse de poker et un hôtelier mexicain, et contre lui une armée de tueurs."
Vacances romaines,1953,1h 58m,"8,0 (146 k)",78,Une princesse qui s'ennuie échappe à ses gardiens et tombe amoureuse d'un journaliste américain à Rome.
Ip man,2008,1h 46m,"8,0 (232 k)",59,"Lors de l'invasion japonaise de 1937, lorsqu'un riche praticien d'arts martiaux est obligé de quitter sa maison et de travailler pour faire vivre sa famille, il accepte avec réticence de former d'autres personnes au Wing Chun, un art d'auto-défense."
La nuit du chasseur,1955,1h 32m,"8,0 (96 k)",97,Un fanatique religieux épouse une veuve crédule dont les jeunes enfants hésitent à lui dire où leur vrai père a caché dix mille dollars qu'il avait volés lors d'un braquage.
Festen,1998,1h 45m,"8,0 (93 k)",82,"Lors du soixantième anniversaire d'Helge, des secrets de famille désagréables sont révélés."
Nobody knows,2004,2h 21m,"8,0 (31 k)",88,"Dans un petit appartement de Tokyo, Akira, douze ans, doit s'occuper de ses jeunes frères et soeurs après que leur mère les laisse et ne semble pas revenir."
Pink Floyd: The Wall,1982,1h 35m,"8,0 (85 k)",47,"Un rockeur renfermé sur lui-même et tourmenté plonge dans la folie alors qu'il s'isole de tous, physiquement et socialement."
Mommy,2014,2h 19m,"8,0 (61 k)",74,Une veuve élevant seule son fils violent retrouve l'espérance lorsque sa voisine mystérieuse s'immisce dans son foyer.
L'Arnaqueur,1961,2h 14m,"8,0 (86 k)",90,Un joueur de billard prometteur défie un champion de longue date dans un match unique avec des enjeux très élevés.
Le miroir,1975,1h 47m,"8,0 (51 k)",82,"Un homme mourant d'une quarantaine d'années se remémore son passé. Son enfance, sa mère, la guerre, des moments et des choses intimes qui racontent l'histoire récente de toute la nation russe."
Le peuple loup,2020,1h 43m,"8,0 (38 k)",87,Une jeune apprentie chasseuse et son père se rendent en Irlande pour tuer les derniers loups. Mais tout change lorsqu'elle se lie d'amitié avec une fille à l'esprit libre d'une mystérieuse tribu qui se transformerait en loup la nuit.
Autopsie d'un meurtre,1959,2h 41m,"8,0 (70 k)",95,"Jugé pour meurtre, Frederick Manion avoue avoir souffert de folie passagère après que la victime ait violé sa femme."
Secrets et Mensonges,1996,2h 16m,"8,0 (47 k)",92,"Une femme noire ayant réussi découvre que sa mère biologique est une femme blanche d'un milieu défavorisé, mais celle-ci le nie. Alors que les émotions sont exacerbées, les secrets de chacun sont révélés."
Une histoire vraie,1999,1h 52m,"8,0 (96 k)",86,Un vieil homme fait un long voyage en tondeuse à gazon pour améliorer son rapport avec son frère malade.
Le conte de la princesse Kaguya,2013,2h 17m,"8,0 (53 k)",89,"Après avoir été trouvée à l'intérieur d'une tige brillante de bambou par un vieux coupeur de bambou et sa femme, une fille minuscule grandit rapidement pour devenir une jeune femme exquise. La mystérieuse jeune princesse fascine tous ceux qui la croisent, mais elle doit finalement affronter son destin, la punition pour son crime."
Qui a peur de Virginia Woolf?,1966,2h 11m,"8,0 (79 k)",75,"Un couple amer et vieillissant, l'alcool aidant, se sert d'un jeune couple pour alimenter l'angoisse et la douleur émotionnelle qu'ils ressentent l'un envers l'autre."
Fitzcarraldo,1982,2h 38m,"8,0 (38 k)",N/A,"Brian Sweeney Fitzgerald, dit Fitzcarraldo, a un rêve : construire un opéra au beau milieu de l'Amazonie. Pour financer son projet, il répare un bateau à vapeur afin de récolter le caoutchouc d'une zone reculée de la forêt."
La griffe du passé,1947,1h 37m,"8,0 (40 k)",85,"Un détectif échappe à son passé pour diriger une station-service dans une petite ville, mais son passé le rattrape. Il doit désormais retourner dans la grande ville, dans un monde de dangers, de corruption, de trahison et de dames trompeuses."
Infernal Affairs,2002,1h 41m,"8,0 (130 k)",75,Une histoire entre une taupe dans la police et un flic infiltré. Leurs objectifs sont identiques : découvrir qui est la taupe et qui est le flic.
Le cabinet du docteur Caligari,1920,1h 18m,"8,0 (69 k)",N/A,"L'hypnotiseur Dr Caligari utilise un somnambule, Cesare, pour commettre des meurtres."
La légende du pianiste sur l'océan,1998,2h 49m,"8,0 (68 k)",58,"Un bébé, découvert en 1900 sur un paquebot, devient un prodige de la musique, tout en ne posant jamais pied à terre."
Le chant de la mer,2014,1h 33m,"8,0 (62 k)",85,"Ben, un petit garçon irlandais et sa petite soeur Saoirse, une fillette capable de se transformer en phoque, se lancent dans une aventure pour libérer les fées et sauver le monde des esprits."
My Sassy Girl,2001,2h 17m,"8,0 (50 k)",N/A,"A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
Le Samouraï,1967,1h 45m,"8,0 (56 k)",N/A,"Jef Costello, un tueur à gages, est aperçu sur une scène de crime. Principal suspect, il est cependant relâché grâce à un solide alibi. Tous ses faits et gestes sont maintenant épiés par la police alors que sa vie est désormais en danger."
Rendez-vous,1940,1h 39m,"8,0 (38 k)",96,Les deux employés d'une boutique de cadeaux qui ne se supportent pas tombent sans s'en rendre compte amoureux en tant que correspondants anonymes.
Stalag 17,1953,2h,"8,0 (58 k)",84,"Pendant la Seconde Guerre mondiale, lorsque deux prisonniers américains sont tués après s'être évadés d'un camp de prisonniers allemands, J.J. Sefton, trafiquant de marché noir, est soupçonné d'être un informateur."
Brève rencontre,1945,1h 26m,"8,0 (44 k)",92,"Quand elle rencontre un bel inconnu dans une gare, une femme est tentée de tromper son mari."
Troupe d'élite,2007,1h 55m,"8,0 (109 k)",33,"En 1997, à Rio de Janeiro, le capitaine Nascimento doit trouver un remplaçant à son poste tout en essayant de faire tomber les trafiquants de drogue et les criminels avant la visite du pape."
Le scaphandre et le papillon,2007,1h 52m,"8,0 (110 k)",92,"L'histoire vraie de Jean-Dominique Bauby, rédacteur en chef du magazine Elle, victime d'un accident vasculaire cérébral et forcé de vivre avec un corps presque totalement paralysé ; seul son oeil gauche est resté en activité."
Mar adentro,2004,2h 6m,"8,0 (85 k)",74,"L'histoire véridique de l'Espagnol Ramon Sampedro, qui a mené pendant trente ans une campagne en faveur de l'euthanasie et de son propre droit à la mort."
Winter Sleep,2014,3h 16m,"8,0 (55 k)",88,Un propriétaire d'hôtel dans un village turc reculé est confronté à des conflits familiaux et à un locataire qui ne paye plus son loyer.
Le poirier sauvage,2018,3h 8m,"8,0 (27 k)",86,"Un écrivain en herbe retourne dans son village natal, où les dettes de son père finissent par le rattraper."
Dilwale Dulhania Le Jayenge,1995,3h 9m,"8,0 (76 k)",N/A,"When Raj meets Simran in Europe, it isn't love at first sight but when Simran moves to India for an arranged marriage, love makes its presence felt."
Le Limier,1972,2h 18m,"8,0 (50 k)",N/A,"Un homme, amateur de jeux et de théâtre, convie l'amant de sa femme. Leur rencontre mettra en marche une joute verbale aux résultats potentiellement mortels."
Persepolis,2007,1h 36m,"8,0 (99 k)",90,"Marjane est une drôle de gamine de Téhéran qui se verrait bien devenir prophète, Oh et puis non : révolutionnaire ! Animée par les belles valeurs d'une grand-mère au langage vert, la fillette fait sa mue - d'ado joliment rebelle, en figure de Femme Libre."
La Voix d'Aida,2020,1h 41m,"8,0 (38 k)",97,"Aida est traductrice pour l'ONU dans la petite ville de Srebrenica. Lorsque l'armée serbe prend le contrôle de la ville, sa famille fait partie des milliers de citoyens à la recherche d'un abri dans le camp de l'ONU."
"Chat noir, chat blanc",1998,2h 7m,"8,0 (56 k)",73,Un petit malfrat est dépassé par les événements lorsqu'il tente de payer ses dettes en mariant son fils à la soeur d'un gangster gênant.
Departures,2008,2h 10m,"8,0 (55 k)",68,Un violoncelliste nouvellement au chômage accepte un emploi où il prépare les morts en vue des funérailles.
"Printemps, été, automne, hiver... et printemps",2003,1h 43m,"8,0 (86 k)",85,Un garçon est élevé par un moine bouddhiste sur un temple flottant isolé où les années passent comme les saisons.
Cris et chuchotements,1972,1h 31m,"8,0 (36 k)",N/A,"Lorsqu'une femme mourant d'un cancer au début du XXe siècle en Suède reçoit la visite de ses deux sœurs, des sentiments longtemps refoulés entre les frères et sœurs remontent à la surface."
Le Grand Chantage,1957,1h 36m,"8,0 (35 k)",100,"Le chroniqueur puissant, mais contraire à l'éthique de Broadway J.J. Hunsecker contraint l'agent de presse sans scrupules Sidney Falco à rompre la romance de sa soeur avec un musicien de jazz."
M.S. Dhoni: The Untold Story,2016,3h 4m,"8,0 (67 k)",N/A,The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.
L'enfance d'Ivan,1962,1h 35m,"8,0 (39 k)",N/A,"Lors de la Seconde Guerre mondiale, Ivan Bondarev, un orphelin de douze ans, travaille pour l'armée soviétique comme éclaireur derrière les lignes allemandes et se lie d'amitié avec trois officiers soviétiques bienveillants."
